SK_ID_CURR,TARGET
100001,0.0328489491309242
100005,0.177128484974957
100013,0.0229587898357015
100028,0.0363075072968577
100038,0.111887823558351
100042,0.0488631344918812
100057,0.010413893859529
100065,0.0353299664217026
100066,0.014719923039964
100067,0.0902468619191397
100074,0.0486091408431849
100090,0.0278241663720155
100091,0.152662611236771
100092,0.0349990667297431
100106,0.0410014805049814
100107,0.142934572972724
100109,0.0488165475129195
100117,0.0245244764544742
100128,0.097620530677903
100141,0.0379979985067444
100150,0.0336232072310891
100168,0.00845901068807548
100169,0.0575760755268515
100170,0.139969863943467
100171,0.0652135586564468
100172,0.0788298211700231
100184,0.10479327906254
100187,0.0491266319376627
100212,0.0309170511216763
100222,0.0416498495672977
100223,0.0257058831497429
100232,0.0112645637822919
100241,0.113092110478799
100245,0.0165806995796423
100253,0.0172360712276404
100256,0.058575147569228
100271,0.00966549982430864
100278,0.289870540582737
100280,0.00857889540108179
100306,0.14709052822121
100311,0.0573630620872764
100312,0.0282947833606519
100330,0.136387048059913
100331,0.0303666806280816
100352,0.123643038963995
100358,0.0835359322128334
100367,0.0179950162980178
100382,0.118760047255928
100384,0.177789774062413
100385,0.0711642227199878
100386,0.0317700651328525
100399,0.0270659297797478
100404,0.0341759068082136
100416,0.0116373387079472
100422,0.0295096064562322
100426,0.0279482492758376
100438,0.0293173859153785
100444,0.125572655688448
100445,0.131660169767881
100446,0.0832831535091574
100447,0.0211949715755654
100450,0.152731874714573
100466,0.020769729021906
100483,0.0266163121223014
100484,0.0310727595276978
100494,0.0288228948561138
100510,0.15322166765283
100512,0.0120018301151505
100517,0.0267197067168297
100548,0.0321929808392746
100551,0.0484336816207206
100552,0.0750520835376334
100553,0.0158973503973177
100561,0.216736562509125
100568,0.49759571146705
100569,0.0129716482832186
100591,0.105890543999464
100592,0.0342232331019121
100602,0.0391275659853305
100607,0.0595392533428177
100613,0.0697674750959263
100617,0.0909115243850911
100618,0.111817601468932
100622,0.064009944548183
100625,0.0828197141621116
100677,0.116747270729694
100699,0.044627593397121
100702,0.328963851046135
100711,0.0341261777140534
100729,0.189195263276329
100740,0.167834565406165
100744,0.146245086471149
100745,0.0380901140218473
100747,0.0696531173913322
100751,0.479834906620987
100752,0.0239844450154468
100753,0.15636610068695
100754,0.286029344112899
100760,0.0354527606531926
100762,0.11586237467678
100763,0.0278358016812863
100765,0.0178986333497441
100770,0.0804652388372271
100772,0.0265132099536713
100777,0.0276344585311453
100791,0.0161414272711445
100792,0.00887557859386917
100797,0.0301316358858761
100823,0.0308762525645661
100826,0.0325137896744127
100830,0.0453573287454489
100836,0.198412353855772
100872,0.0523339935158051
100910,0.0498971845921329
100913,0.082312411263784
100918,0.0200082136698993
100931,0.0127698513907711
100952,0.0231563254683588
100953,0.0180158031070544
100965,0.139357497539538
100970,0.0232923600022282
100982,0.207853404007456
100983,0.420880254486603
100984,0.0648791843148998
100987,0.0328757468065
100997,0.0670790948993636
100998,0.269100061205134
101002,0.0514040669740025
101005,0.180988083488921
101008,0.36925411383529
101020,0.0493848918747335
101021,0.0492750844900086
101024,0.0458425788348793
