SK_ID_CURR,TARGET
100001,0.03974055028157328
100005,0.1562635096245649
100013,0.026778958893073794
100028,0.03944242528930074
100038,0.14388085466352754
100042,0.04325505864768086
100057,0.009174433157376972
100065,0.02914540273002752
100066,0.016682403261047724
100067,0.10303801569959893
100074,0.0598803113270044
100090,0.04209996696691749
100091,0.15433210811062725
100092,0.05794896683728297
100106,0.04705334814015953
100107,0.17971089431269366
100109,0.05897499239351775
100117,0.029656041431913867
100128,0.106291686160059
100141,0.04130562854968975
100150,0.036941728009610555
100168,0.01223538357131999
100169,0.046215688612487656
100170,0.24656551628002446
100171,0.07105883213839716
100172,0.12678990177479296
100184,0.10549272570486168
100187,0.06946946236088215
100212,0.032305375971607896
100222,0.055375832387370066
100223,0.02888398693677012
100232,0.01348916562250898
100241,0.14020070415903677
100245,0.02540902828707873
100253,0.033309898652267945
100256,0.08469629353746161
100271,0.013692819062756097
100278,0.4453403542310553
100280,0.010967935449725472
100306,0.1955699472695113
100311,0.07772129317374941
100312,0.025984116659921667
100330,0.13901711960835778
100331,0.029052564447070505
100352,0.14673727309633927
100358,0.10044178524762104
100367,0.01972697007540787
100382,0.12235490405250156
100384,0.16169737453455213
100385,0.08130577410796624
100386,0.0409263184827049
100399,0.041184267032971955
100404,0.03624995396632673
100416,0.014941912803507998
100422,0.03212527692877301
100426,0.035604597262711174
100438,0.032567998957567935
100444,0.15121594597308996
100445,0.12407543758063508
100446,0.0725587422365281
100447,0.029158750707015912
100450,0.17210290902426978
100466,0.019566920731557216
100483,0.021932853777211422
100484,0.0286034973882815
100494,0.05809860872731509
100510,0.14293416074567908
100512,0.01298317249268289
100517,0.03896655828809353
100548,0.023239255258898667
100551,0.0633331050645498
100552,0.08667517565984147
100553,0.019680093990057365
100561,0.15540959073371705
100568,0.42606579127305033
100569,0.017421149708497456
100591,0.10061623419102303
100592,0.030740470955487192
100602,0.03579088686052458
100607,0.062200752451596515
100613,0.07582164283706962
100617,0.09726263330374774
100618,0.10555103198417604
100622,0.06473401496794867
100625,0.07283663046843494
100677,0.11129382146693294
100699,0.04149635272655684
100702,0.3665522390221183
100711,0.035600738242740876
100729,0.15877441507227
100740,0.20522860688361552
100744,0.1416326089531217
100745,0.0494907445890517
100747,0.0840115994656476
100751,0.4134085362850302
100752,0.035744243178879066
100753,0.17713486514743096
100754,0.30690968994452605
100760,0.03891754244800838
100762,0.11120124389509513
100763,0.03585290999120182
100765,0.018438450623599487
100770,0.09393789064061757
100772,0.034363965287193494
100777,0.026368638102267323
100791,0.01849812167534106
100792,0.01134552104923835
100797,0.03620097994541832
100823,0.03338696280734545
100826,0.030704170925540453
100830,0.04504513681042548
100836,0.2258746407288128
100872,0.0734990834573468
100910,0.04827327321294292
100913,0.1268909538726017
100918,0.023565586185937744
100931,0.012723857622648469
100952,0.030810494553907282
100953,0.02318847456591108
100965,0.1546631718605936
100970,0.03181693524761173
100982,0.19774169249343543
100983,0.3586765604070432
100984,0.06850024769310138
100987,0.04057167982212799
100997,0.057519021540682
100998,0.2749482709114101
101002,0.03756691122510716
101005,0.14481775947825876
101008,0.38385186887449785
101020,0.04471637349446263
101021,0.06840412317773377
101024,0.03751234918391858
101025,0.27438927994254764
101026,0.03800463689493943
101031,0.01796968108344006
101041,0.01978156725310024
101051,0.008159283342232572
101055,0.08196995995686185
101056,0.2491966959661917
101057,0.03238571671383943
101064,0.02119951987775428
101079,0.08322230373509468
101087,0.012098149794453013
101090,0.03806422396456352
101092,0.08940930757992815
101097,0.15633582649512823
101099,0.020658608424205423
101107,0.13436776689097735
101118,0.037662952018349426
101125,0.10583563298610231
101126,0.01203793395543614
101128,0.012632619626463285
101136,0.04575653735980526
101140,0.18604909064419417
101149,0.07953757790331525
101160,0.13948329396840475
101169,0.19893979090986383
101181,0.04927983456256102
101186,0.008276927859329614
101190,0.039709247497062145
101193,0.10524518628285812
101194,0.1313896062883751
101198,0.16313027157308935
101200,0.023300771684131555
101204,0.02175509075114379
101211,0.08367993096024143
101213,0.04984985904088006
101223,0.0346549981882995
101225,0.13081366658666482
101237,0.046883184956417565
101243,0.08218717907516132
101244,0.09860092668451484
101258,0.022045626177226427
101259,0.13206026584503308
101268,0.18260695340239239
101269,0.03303562195521116
101271,0.03182076413409577
101279,0.03432478400271592
101281,0.18277757903357955
101287,0.035066404270549925
101292,0.03706201729674012
101294,0.03293145563878766
101296,0.10568953163081393
101297,0.017280052728346162
101299,0.024500888445502533
101301,0.03473167539411153
101305,0.085103762821338
101308,0.22872908912516224
101318,0.011057163251415467
101327,0.27346291570007064
101329,0.012030362055202491
101332,0.060950663513719985
101337,0.03614707977588675
101343,0.02466440100693167
101345,0.02250428081211419
101346,0.015700445361843743
101353,0.02238178786776958
101354,0.16080318583034134
101355,0.1492916262877242
101356,0.02522825431716958
101362,0.07269490084353669
101363,0.48692259380419184
101365,0.020657497474781236
101366,0.059798884181153256
101367,0.24037621613238913
101368,0.013116280085965432
101374,0.1478894147715929
101380,0.017651799785380756
101383,0.03781942322224353
101398,0.01875342600495691
101399,0.2110561636125921
101401,0.23145040933321337
101412,0.07642011840096295
101426,0.06619089752078873
101427,0.3465676531351166
101428,0.20428133094061923
101429,0.18102327233483892
101434,0.024830169329473663
101440,0.24037388685717115
101448,0.0860576938854991
101449,0.05378513103970615
101465,0.04244869935779223
101467,0.023395863993974603
101472,0.06935871814855678
101478,0.20697557983387563
101497,0.06591150239744971
101504,0.03768285295710756
101547,0.013401506471688219
101548,0.0946786164222073
101555,0.06432705324021155
101570,0.015432550292271393
101572,0.036450097160832466
101578,0.04947596529439195
101580,0.10458793298906552
101588,0.1177666256117658
101602,0.04833758509754149
101610,0.10386122781305654
101614,0.034100074146677525
101616,0.030209946894299768
101643,0.1400394337556977
101644,0.04883200327832064
101649,0.0393183732744943
101650,0.07191834483952722
101665,0.0189995752262659
101667,0.12074675327607783
101669,0.08784143641985231
101674,0.09781756146482033
101675,0.009609553772293606
101678,0.10229934044383128
101682,0.023996576911114585
101686,0.03248026254315094
101697,0.2784049526975872
101700,0.41545359871134985
101711,0.027568069941296073
101714,0.036929610584500054
101715,0.27765184719125846
101728,0.027079085355715987
101732,0.05555986815439861
101757,0.10057118213714962
101758,0.044159939009601495
101759,0.06162713712577041
101762,0.017445204165243783
101764,0.07380548317624679
101780,0.2186558694592672
101784,0.014899411958665568
101789,0.01999892684145442
101816,0.06369906422512676
101819,0.0618934027997504
101827,0.009063525137045225
101863,0.06315687119738514
101867,0.03771697085609197
101870,0.014175965417447008
101873,0.201683724532612
101878,0.0645360620988091
101879,0.10146512317691286
101880,0.02707427358150493
101887,0.039816728256879444
101897,0.0200492476194868
101901,0.06853673581391875
101903,0.2283585470004789
101920,0.04447733511333635
101921,0.02181707024790354
101922,0.06595466643341504
101961,0.1143014317146051
101962,0.012699206083180195
101971,0.04696416279119657
101976,0.3870555557589971
102002,0.11224268358349002
102005,0.026720147027474557
102007,0.3190081700236402
102017,0.022531592850921912
102019,0.2356527950707993
102029,0.017371889321349067
102051,0.18825337653394852
102052,0.00990609918695328
102054,0.022658430068795116
102062,0.06567468407721402
102067,0.17225049915459317
102068,0.15485246601791605
102070,0.06546518556289432
102090,0.08577693761211631
102092,0.04353968896703619
102099,0.09784366526868785
102100,0.03978114331241833
102112,0.1418074515075396
102113,0.02582177596481262
102122,0.22027530805760276
102123,0.04350322749905051
102125,0.02742801880010659
102126,0.2743539152789765
102146,0.0177737599715719
102147,0.06589505807710215
102151,0.052733668635713715
102158,0.1517799864146291
102159,0.028994989824694183
102162,0.03649422701101876
102165,0.04417532277696523
102166,0.02155704910282767
102174,0.011500281518572303
102193,0.2008632419585865
102198,0.03668478467255288
102205,0.14239256933033367
102206,0.010384051595352882
102218,0.02583511393118894
102221,0.036233338742074316
102230,0.07649399108177737
102238,0.022379744325601983
