SK_ID_CURR,TARGET
100001,0.0318510457873344
100005,0.191776782274246
100013,0.0173929240554571
100028,0.059516541659832
100038,0.135472804307938
100042,0.0428075678646564
100057,0.0104046165943146
100065,0.0238762516528368
100066,0.0206676740199327
100067,0.0909247547388077
100074,0.052525095641613
100090,0.023864047601819
100091,0.123542606830597
100092,0.0540127009153366
100106,0.0410526543855667
100107,0.171794384717941
100109,0.0349197387695312
100117,0.0255320984870195
100128,0.0593094415962696
100141,0.0368168167769909
100150,0.037625078111887
100168,0.0158040411770344
100169,0.0594101399183273
100170,0.187703907489777
100171,0.0523703694343567
100172,0.0861007943749428
100184,0.120177321135998
100187,0.0486177615821362
100212,0.0267124995589256
100222,0.0492848381400108
100223,0.0183115266263485
100232,0.0115072159096599
100241,0.147179141640663
100245,0.0178984496742487
100253,0.0268360935151577
100256,0.0468339622020721
100271,0.0109583316370845
100278,0.36036628484726
100280,0.0047644292935729
100306,0.14584955573082
100311,0.0740935653448105
100312,0.0353710688650608
100330,0.1267429292202
100331,0.0325000323355198
100352,0.0745175033807755
100358,0.0920543819665909
100367,0.0232253205031157
100382,0.10691050440073
100384,0.176483631134033
100385,0.0689583644270897
100386,0.034681785851717
100399,0.0269716009497643
100404,0.0351212806999683
100416,0.0154479667544365
100422,0.0259528290480375
100426,0.0247117057442665
100438,0.0295607708394527
100444,0.135378196835518
100445,0.136502295732498
100446,0.0811130106449127
100447,0.0352565124630928
100450,0.234671577811241
100466,0.0199524536728859
100483,0.0243874527513981
100484,0.0350354388356209
100494,0.0339758843183517
100510,0.151405408978462
100512,0.0124119557440281
100517,0.0212829802185297
100548,0.0265787448734045
100551,0.0646787658333778
100552,0.076244905591011
100553,0.00485156895592809
100561,0.257802575826645
100568,0.51672625541687
100569,0.0115890400484204
100591,0.118127152323723
100592,0.0263781454414129
100602,0.0427426286041737
100607,0.0812075436115265
100613,0.0639321655035019
100617,0.0837844833731651
100618,0.112699747085571
100622,0.0693415403366089
100625,0.0789962336421013
100677,0.100798115134239
100699,0.0398809388279915
100702,0.317205131053925
100711,0.0350577011704445
100729,0.160729199647903
100740,0.173851549625397
100744,0.148986801505089
100745,0.0420521683990955
100747,0.0976957231760025
100751,0.589344322681427
100752,0.0207960736006498
100753,0.17421555519104
100754,0.339739918708801
100760,0.0345554538071156
100762,0.0980973616242409
100763,0.0203763712197542
100765,0.0220821816474199
100770,0.0874418839812279
100772,0.0311600919812918
100777,0.0247295834124088
100791,0.022100605070591
100792,0.00996290147304535
100797,0.0309288538992405
100823,0.0230245646089315
100826,0.0374899469316006
100830,0.0376273207366467
100836,0.209899812936783
100872,0.0644677206873894
100910,0.0461147651076317
100913,0.126436173915863
100918,0.0167791396379471
100931,0.0110536245629191
100952,0.0230480320751667
100953,0.0172546915709972
100965,0.15800952911377
100970,0.0257201883941889
100982,0.19075633585453
100983,0.429469764232635
100984,0.0782457441091537
100987,0.0342908352613449
100997,0.0463301055133343
100998,0.286115556955338
101002,0.0291093289852142
101005,0.184742733836174
101008,0.394084990024567
101020,0.0626107603311539
101021,0.053276713937521
101024,0.0484565906226635
101025,0.19585819542408
101026,0.0235073491930962
101031,0.0117200976237655
101041,0.0118824671953917
101051,0.00428346497938037
101055,0.0534017272293568
101056,0.169810652732849
101057,0.0238457713276148
101064,0.0161494854837656
101079,0.0840276926755905
101087,0.00642527686432004
101090,0.0244670696556568
101092,0.0873633623123169
101097,0.0952616035938263
101099,0.0210887975990772
101107,0.130809843540192
101118,0.0485152937471867
101125,0.0657944008708
101126,0.0193663295358419
101128,0.00913177523761988
